song_id,tempo,beats_total,beats_avg,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rms_mean,rms_std,centroid_mean,centroid_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,flatness_mean,flatness_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std,valence,arousal,label
2,143.5546875,99666,958.3269231,0.38503718600000003,0.306628839,0.43254057700000004,0.27467613,0.233287009,0.17003089300000002,2.7364712460000002,14.91092085,0.8319373729999999,44.23345223,0.011277802,2.147488094,0.940247655,0.017371979,1789.152236,483.34249639999996,2104.961488,363.95768,21.25856796,6.603732400000001,0.008220597,0.033091981,3775.9486770000003,1138.819806,1.308245957,1.4876931919999998,-0.004305331,0.07344074099999999,0.067953103,0.026721187999999996,0.2625,0.25,sad
8,161.49902340000003,115307,952.9504132000001,0.38563563799999995,0.312304802,0.476671622,0.28192966,0.256314721,0.13280096800000002,4.520213463,46.69948518,-0.025885876000000002,79.11095743,0.006771876,5.512752906,0.6210520860000001,0.026295241,1181.1590800000001,1154.443898,1733.1673469999998,1077.5071970000001,21.06862045,7.075347164,0.002434159,0.030847985,2540.418745,2998.972254,0.854551451,1.023046928,0.01265393,0.077698556,0.032511833,0.034107949,0.275,0.475,sad
10,95.703125,60668,905.4925373,0.26090804,0.306283849,0.44455238399999997,0.290263034,0.242887766,0.156009187,1.20947114,11.82985379,-4.229002981,71.18729509999999,0.014394974,4.982855665,0.48845166,0.006184149,1601.338687,848.5397742999999,1930.130509,837.2353754,23.16468025,6.927434172000001,0.007385610999999999,0.033540476,3374.949625,2300.092666,0.615472771,0.801679638,0.002328522,0.085801763,0.07575705,0.04497746,0.375,0.4625,sad
17,107.6660156,71635,930.3246752999999,0.341939714,0.295518944,0.48655385100000004,0.27240957,0.25392782,0.137309853,11.36834621,75.01031661,1.5773729840000001,36.12761905,0.00907304,3.091214228,1.878453255,0.140433177,1889.124179,635.8582437000001,2192.629359,443.21243499999997,21.24972254,7.342163775,0.005222205,0.033798363,4169.420538,1420.730027,2.398858664,2.796729263,0.014892465,0.063573995,0.06944863700000001,0.038580787000000005,0.425,0.625,angry
18,92.28515625,63098,927.9117646999999,0.308815228,0.306204981,0.42819445799999994,0.281903389,0.23806540199999998,0.163273383,1.27373521,7.674056908,-3.7473617889999997,50.51686941,0.009179732,2.6194537,0.615023196,0.015455888000000001,2169.070753,888.4226499,2430.654349,397.5122164,22.73834719,7.871904938999999,0.003186006,0.032273598,4914.440522,1586.3897960000002,0.790588306,0.891147899,0.024800113999999998,0.075007238,0.08655256800000001,0.067322859,0.475,0.3625,sad
20,112.3471467,77758,948.2682927000001,0.35289495200000004,0.301685512,0.519171851,0.253810154,0.266479629,0.111004238,3.7727203119999997,17.70302395,1.9580917780000002,41.18590971,0.013215703,3.574990942,1.449947119,0.048396837000000005,2192.306171,696.5101172999999,2381.278169,463.81068569999996,20.94239661,7.124782302000001,0.007061345,0.027526283999999998,4632.258175,1516.769575,1.599156571,2.053651694,0.006739578,0.061493137999999996,0.110976764,0.056716342,0.55,0.6875,happy
22,99.38401442,67991,944.3194444000001,0.412757573,0.291312947,0.488068162,0.26159493,0.25527336100000003,0.134791857,3.586313618,22.38326651,0.42048107,48.21235644,0.01331414,2.515969035,1.099141002,0.11724377400000001,1574.123748,406.9943086,1907.7352829999998,422.2988051,21.01225361,7.00988286,0.006693566999999999,0.034702703,3214.518741,1120.891869,1.622398833,1.8798387159999999,-0.002565909,0.06365457599999999,0.073490607,0.026409718999999998,0.375,0.475,sad
24,95.703125,57812,875.9393938999999,0.266749984,0.300833228,0.443617666,0.285004367,0.244687982,0.153170248,5.858834532,35.09329069,-1.776193326,35.11844133,0.008693026999999999,1.939375604,1.281678438,0.125566974,2065.445324,398.9064165,2211.167795,171.8660149,21.52796357,7.3174931139999995,0.02239388,0.049248237,4384.514051,621.3135063,1.770764201,1.9417885680000002,-0.018302359,0.083949631,0.081286627,0.04013793,0.5375,0.3625,relax
25,71.77734375,48424,931.2307691999999,0.44342034399999997,0.298179493,0.515626194,0.25622307899999996,0.264156925,0.11642359,4.414887933,24.10611875,3.731222218,32.42409258,0.015620078,1.9746079109999999,1.5980226990000002,0.144023493,2294.977779,441.92391169999996,2272.352006,293.3547059,19.50758727,8.055032909,0.004827145,0.033486098,4743.772414,809.58732,1.9615075180000001,2.206979893,0.004353214,0.056489486,0.103786054,0.059624561,0.8625,0.4625,relax
31,83.35433468,57115,951.9166667000002,0.373094255,0.302400425,0.425359316,0.289481004,0.240355677,0.159882713,4.0367066,31.8697364,1.6480671219999998,40.84228244,0.007814268000000001,2.862285303,1.089032054,0.011070831000000001,2344.363968,712.5857469,2660.9403429999998,519.0015074,21.40381918,8.403726282000001,0.01016388,0.031600937,5508.137861,1689.926327,1.3080953309999999,1.665365929,-0.0030741490000000004,0.087973853,0.093344525,0.046935298,0.4625,0.35,sad
32,71.77734375,39180,833.6170212999999,0.30944610100000003,0.290351614,0.5329156970000001,0.24454576600000003,0.26475145899999997,0.11506519,14.09273803,92.15560359,-2.287574788,43.23521627,0.008283394,2.48055917,2.416079044,0.06328278799999999,1722.61381,210.9319551,1391.410656,143.91509399999998,23.35029399,6.685951975,0.01181873,0.037437394,2850.701955,248.06057880000003,3.238696348,4.065430146000001,0.007028979,0.062975327,0.12612204,0.025551776000000002,0.4,0.2875,sad
35,95.703125,71107,974.0684932,0.258910427,0.305023893,0.414637869,0.279967443,0.24978799699999998,0.144704146,13.7303583,112.391347,-0.941971112,40.89023645,0.002440556,3.5178655819999998,1.63299191,0.028746804,1783.8854670000003,617.5430557,2231.547988,437.48205700000005,23.11526956,7.339588393,0.009114078000000001,0.034754265,3868.454918,1665.238213,2.160842064,2.588462695,-0.032101805,0.08351597599999999,0.069958804,0.039204609,0.475,0.6875,angry
37,135.9991776,100254,963.9807691999999,0.420948606,0.29837965,0.5261231820000001,0.264412889,0.268568614,0.105850049,5.224238269,30.30904094,2.441260365,34.63900891,0.012884531999999999,2.370264535,1.427060485,0.007486566,1961.9246210000001,428.51410669999996,2083.783875,326.53107339999997,19.87876004,8.023565046,0.017712789,0.033559106,4038.6521420000004,847.6522785,1.998947995,2.186780493,0.005095209,0.060666685,0.077664405,0.032106354,0.7,0.5375,happy
39,123.046875,85211,946.7888889000001,0.3517285,0.30014127399999996,0.569568678,0.24476577600000002,0.271935225,0.09687397199999999,7.463550586,45.75475232,-0.8995312390000001,29.03301637,0.008230565,2.645215931,2.388677359,0.029434836000000002,2505.858818,394.438179,2110.02216,274.9411718,21.36989717,8.670488649,0.004227642,0.032201529,4547.843563,713.0846472999999,2.957369789,3.3749187810000003,0.00843793,0.055001332,0.159119564,0.034046707999999995,0.7875,0.55,happy
42,107.6660156,76061,950.7625,0.475141615,0.27178107100000004,0.5614186170000001,0.240609982,0.26931589300000003,0.10393403300000001,5.01223031,24.78683946,4.825176855,36.41486246,0.012188033000000001,1.632899224,1.38665247,0.011015693,1634.890928,333.38376830000004,1968.277179,260.4434277,19.03336399,6.292291418,0.00491649,0.023140116000000002,3329.244095,757.5933386,2.094055463,2.177169057,0.00494426,0.057083405,0.074145004,0.023534005,0.6375,0.5125,happy
43,112.3471467,78816,949.5903614,0.43386828299999997,0.27176364199999997,0.505103337,0.256478693,0.261215457,0.122881318,54.00818403,240.5698707,11.22267827,31.68448735,0.011030278999999999,1.945959336,4.751526833,0.062888078,1759.846432,441.22270499999996,1923.46515,338.830693,19.76451837,7.634774781,0.009417928,0.030256462999999997,3560.343093,1048.662801,7.04528434,7.155740367000001,-0.007910420999999999,0.058218560999999995,0.07908469900000001,0.025702106000000002,0.7125,0.3125,relax
46,89.10290948,63917,953.9850746,0.352364943,0.309524162,0.577123744,0.252318138,0.27176480199999997,0.09735104300000001,3.933846402,30.45982677,-1.3573149480000002,48.797055,0.00746633,4.090271427,1.093091726,0.011161538,1803.268591,791.7737256,2075.808118,665.7630232000001,19.9652845,6.881206177999999,0.015362638999999999,0.033300001,3742.176564,1930.616354,1.418446743,1.762682752,-0.01442085,0.052924247,0.073730217,0.043613473,0.5375,0.375,relax
51,117.4538352,79881,950.9642857000001,0.39067321200000005,0.291456278,0.377264655,0.285240068,0.213533864,0.194259163,5.752309117999999,36.49143759,1.746875697,59.34283227,0.012544762,3.0547487739999997,0.9405034179999999,0.326383114,1201.185818,559.412572,1749.264703,373.9692361,23.21403096,6.855742126,0.012420335,0.027298015,2539.5131469999997,1441.041255,1.3924073369999999,2.029322053,-0.020533613,0.092798787,0.04385365,0.040531267999999995,0.325,0.275,sad
