song_id,beats_total_perc,beats_avg_perc,beats_median_perc,beats_std_perc,tempo_perc,tempo,beats_total,beats_avg,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rms_mean,rms_std,centroid_mean,centroid_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,flatness_mean,flatness_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std
341,86637.0,952.0549451,948.0,559.6687277999998,123.046875,123.046875,86339,948.7802198,0.263912862,0.308827077,0.420526298,0.287566102,0.240656263,0.15942991,1.137280863,10.80993731,-9.922990559,79.84582424,0.00632086,2.546102491,0.368531287,0.027363066,1090.918702,673.8541773,1620.557444,530.5038627,23.63435401,6.297971292000001,0.002438687,0.032504924,2021.15903,1617.330807,0.489111692,0.686991982,-0.00173374,0.085527895,0.04215369,0.034463813
1126,102931.0,927.3063063,928.0,534.7522251,151.99908090000002,151.99908090000002,108621,952.8157895,0.217545726,0.305018198,0.36706253,0.30488924,0.220666482,0.186117267,1.200658314,11.01798199,-14.31502899,89.42478645,0.001481972,1.819421143,0.265561879,0.009818311,819.6591543999997,219.6745873,954.614954,223.9577588,23.45089821,5.667230225,0.000187521,0.000379448,1397.797103,381.8265705,0.403517177,0.5521045689999999,0.021137322000000004,0.103327028,0.041404889,0.016677535
1347,85458.0,971.1136364,970.5,547.070513,117.4538352,117.4538352,85490,971.4772727,0.214745763,0.286228783,0.478403099,0.270779649,0.244785924,0.15301367400000002,1.5600993159999998,8.178999512999999,-3.2335329,58.19603169,0.001414697,2.673643502,0.607736528,0.029618371,1588.317301,566.3459782000001,2032.514674,563.6887370000002,21.60440206,7.824281142,0.004766953,0.008835451,3400.02944,1641.085451,0.8769103309999999,1.000704636,-0.020922715,0.075599981,0.064008683,0.021904233
164,106990.0,946.8141593,947.0,549.2323935,151.99908090000002,129.1992188,39924,633.7142857000001,0.208734941,0.31093101100000003,0.408601193,0.295081319,0.218727168,0.188392568,1.395466124,19.95378794,-8.620390096,85.18839870000002,0.006534348000000001,1.21254905,0.264182091,0.017804423,841.9043675,241.53471780000004,1060.839732,210.7324816,25.25514089,7.523860479,0.001131942,0.032080796,1336.051495,526.2577361000001,0.402121313,0.511815468,-0.024226105,0.091898688,0.057188778,0.028830109
594,92003.0,958.3645832999997,958.0,559.2825784,129.1992188,129.1992188,92029,958.6354167000003,0.323429817,0.299194666,0.466077616,0.277840955,0.248054293,0.147656362,3.921302534,24.80848737,0.187192495,52.34345608,0.010779096,2.6588165530000003,0.887802601,0.113732927,1460.374017,576.6778678999998,1960.925456,492.0476153,21.42799196,6.0155896470000005,0.0045404090000000005,0.023649022,3044.574154,1532.806498,1.330901245,1.54141111,0.005149656,0.081550742,0.056645656,0.027641331
32,48167.0,926.2884615,921.5,552.3745711,71.77734375,71.77734375,39180,833.6170212999997,0.30944610100000003,0.290351614,0.5329156970000001,0.24454576600000005,0.264751459,0.11506519,14.09273803,92.15560359,-2.287574788,43.23521627,0.008283394,2.48055917,2.416079044,0.06328278799999999,1722.61381,210.9319551,1391.410656,143.91509399999995,23.35029399,6.685951975,0.0027683720000000003,0.030502448,2850.701955,248.06057880000003,3.238696348,4.0654301460000015,0.007028979,0.062975327,0.12612204,0.025551776
1593,60343.0,1183.196078,1183.0,422.5967818,89.10290948,89.10290948,60328,1182.901961,0.372177982,0.296569553,0.5244880470000001,0.26026319800000003,0.261656074,0.121940282,3.65125965,97.83832954,-3.275235206,71.10825368,0.000340523,3.718666885,0.605825663,0.081831954,965.2561168,745.5067846,1373.58489,728.6792008,19.40297459,7.029796515,0.004785417,0.013777189,1872.177568,1820.837379,0.7557424220000001,1.230095298,0.021870243,0.070623085,0.038742018,0.024265441
643,89872.0,956.0851064,954.5,553.2420051,129.1992188,129.1992188,91469,962.8315788999997,0.266003357,0.299142169,0.42465492,0.29324505,0.2326029560000001,0.170965489,3.748559231,34.33006144,-6.740094072000001,55.66630863,0.003588717,1.952214404,1.05130887,0.303499758,2227.633107,633.341225,2331.98506,455.4041154,22.71426038,7.1974385760000015,0.012444944,0.033857089,4787.136293,1357.810861,1.085922654,1.676672784,0.022611248,0.093710467,0.093553681,0.057155345
1012,79905.0,962.7108434,955.0,552.9079431,112.3471467,117.4538352,83015,976.6470588,0.34205123600000004,0.31059204,0.536652836,0.260811829,0.264897719,0.114728078,1.650411844,13.06659441,-2.979026695,79.6334027,0.0006580119999999999,3.836628539,0.5222423079999999,0.00803383,848.7749449999999,351.3254745,1130.374707,257.3343143,20.95359415,6.153329974,0.000297853,0.001012149,1688.762011,855.5317291000001,0.7842573279999999,0.977913905,0.004787626,0.05730154,0.036644525,0.023028363
1105,105091.0,964.1376147,961.0,548.3677275,151.99908090000002,117.4538352,68160,873.8461537999997,0.360410386,0.309323591,0.518470498,0.263050054,0.262475892,0.120165467,0.584138785,4.847396037,-6.042413242,68.96527006,-0.003152417,4.279020236,0.486768991,0.013176207,1608.41389,763.5516752999997,1730.670751,530.8021404,21.22189731,7.845736047000001,0.009506933,0.026291136,3069.9203260000004,1663.586103,0.5519365479999999,0.7623547509999999,0.006551035,0.065794123,0.082557828,0.045464245
