song_id,tempo,beats_total,beats_avg,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rms_mean,rms_std,centroid_mean,centroid_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,flatness_mean,flatness_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std
706,135.9991776,47164,673.7714286,0.38893455200000004,0.286616329,0.470184926,0.259901962,0.250590766,0.14330946,13.58765357,56.23299397,6.264027182,31.89922473,0.021207945,2.27670171,2.404391766,0.044333283,1966.67437,508.5503405,2290.359112,388.4147102,19.73964334,6.236000617999999,0.014127518,0.02915757,4265.735341,1239.947485,3.2987143260000003,3.607079665,-0.011885992,0.074722918,0.077224156,0.030183382
931,129.1992188,194089,1396.323741,0.38760063299999997,0.308741331,0.43384936799999996,0.297283538,0.24074345600000002,0.159298216,16.14572255,170.4366337,0.5405740720000001,46.85576053,-0.002116411,2.761379947,1.431561589,0.27776831399999996,2074.159796,1052.237404,2411.353235,595.6060543,21.32091958,6.553542641,0.026898351,0.107266545,4448.5827100000015,2303.826016,1.878351955,2.584810171,0.000379019,0.073650009,0.08155413,0.090634006
918,161.49902340000003,51164,631.654321,0.35781579799999996,0.291386269,0.42388399,0.286273245,0.237338257,0.164328588,9.205443675,64.53563887,3.984390337,36.05542585,0.017192463999999998,2.825021792,1.701448441,0.049188338,2017.1583850000002,675.6836381,2522.771531,454.98256510000004,20.67207939,6.109523904,0.012390963,0.014867943,4551.003471,1715.0218109999994,2.1745798,2.525641449,-0.011641821,0.089957015,0.07169313299999999,0.032285252
1,129.1992188,45496,689.3333332999997,0.400595191,0.298970801,0.402285857,0.316265908,0.226863182,0.17851170800000002,6.7259118660000015,52.54270233,1.4604388769999999,33.68694276,0.01133568,3.9601304880000003,1.9230898619999999,0.035111114,2874.280246000001,1095.3842710000001,2633.679801,478.1599337,21.29865253,7.0415942529999995,0.038755186000000004,0.055984720999999994,5859.691693,1894.7416859999998,1.912150245,2.296730288,0.013560646,0.099638222,0.130365079,0.087782819
921,135.9991776,77274,858.6,0.46772756600000004,0.276459915,0.5156975460000001,0.273017406,0.25595098,0.13350067,10.22409663,64.24044153,6.012126817,23.314470999999998,0.017771356999999998,2.2763380840000003,2.7212133410000003,0.136148661,2973.197429,592.5937035000002,2738.1502140000002,222.01583019999995,19.41113459,6.898527859,0.051970918,0.042130213,6236.021867,958.4372588,2.987688393,3.391538314,-0.009269592,0.059065284,0.14278108,0.057893277
356,129.1992188,160723,1275.579365,0.44656313799999997,0.288488285,0.507955876,0.281243239,0.255281367,0.134776693,19.90118666,169.4256065,6.228411599999999,30.00281721,0.013024062,2.930243678,2.792736053,0.038967952,2183.13733,902.2218925000001,2363.199815,529.2729271000002,20.03433244,7.30583991,0.028308434,0.046717222999999995,4558.59409,1926.499963,3.449498778,3.9107042780000003,-0.000955945,0.072472517,0.092130515,0.058034355
582,83.35433468,102967,1255.695122,0.305554965,0.291953904,0.384247138,0.278829918,0.22441176300000001,0.181583849,15.35405335,72.48858967,5.703958326,28.35815707,0.01091466,2.278732597,2.315945625,0.060743727000000004,2473.465469,924.8179514000001,2708.791166,442.659104,22.90909494,6.060775576,0.016166778,0.028482346000000002,5468.736505,1885.19913,2.84311982,3.070306062,0.01284323,0.096775875,0.09643627800000001,0.055914949000000005
433,107.6660156,47793,783.4918033,0.426127381,0.330611734,0.607605626,0.274776291,0.273396215,0.092670616,10.11673941,101.7304071,-1.724693113,49.37243803,0.016352813,3.6867936510000003,1.2679382559999999,0.058828108,1868.732234,966.4992179,2305.1899550000007,557.7671792,20.084243700000002,7.085456439,0.017670432,0.045195177,4021.7574270000014,2182.6843440000002,1.560427368,2.399897169,0.003240921,0.05504693,0.07226073,0.065774755
771,135.9991776,37509,595.3809524000002,0.45750929,0.27384887399999996,0.576148846,0.24030705600000002,0.271438016,0.098258519,1.41940008,8.194745401,0.49113274799999995,30.04557255,0.021455134,2.076819982,1.192390442,0.014695402,3157.621511,476.3294637,2842.7504910000002,243.0638579,18.44279527,6.76547181,0.07657931700000001,0.047620341,6678.911545,840.2408721,1.248035721,1.4622681519999998,-0.003454739,0.051824153,0.164477216,0.04153531
486,95.703125,55519,854.1384615000003,0.329441473,0.309094967,0.454236941,0.289043104,0.25436739199999997,0.136493821,5.382404502999999,31.43457707,-8.905011777999999,51.83157595,-0.000303352,3.620663782,1.299825907,0.055672936,2457.216945,1200.512315,2641.028395,567.902755,21.39110665,6.677999943,0.029590487000000002,0.059625,5364.181294,2420.8125579999996,1.428159954,2.00816613,0.0073036019999999984,0.092992508,0.114021626,0.107232908
