,labels,pred_valence,pred_arousal,pred_quadrant
1,angry,0.4606342663790348,0.6077172600604989,angry
2,angry,0.7425728949819143,0.8598986222742011,happy
3,angry,0.5592675013065141,0.6446767180427058,happy
4,angry,0.47752869001051196,0.5294469534668016,angry
5,angry,0.6973448391483974,0.762306850978358,happy
6,angry,0.601381235927653,0.6886362730504918,happy
7,angry,0.5147091244522356,0.4853663682919771,relax
8,angry,0.6028557713089291,0.696110863745919,happy
9,angry,0.580466201360565,0.6266430525296972,happy
10,angry,0.7696307420738249,0.8568540077091211,happy
11,angry,0.4864618531612817,0.5537062761186045,angry
12,angry,0.5209310530936411,0.58614452877543,happy
13,angry,0.6610024748160102,0.7017312276239513,happy
14,angry,0.598686764948192,0.7444099862316601,happy
15,angry,0.6796788068858652,0.8135705131843006,happy
16,angry,0.6559893421890501,0.7239556337471249,happy
17,angry,0.5102861805203247,0.4448680763276801,relax
18,angry,0.6893664031659242,0.8090049998571865,happy
19,angry,0.5108598185081474,0.5912825565327978,happy
20,angry,0.617857879995773,0.7184599939892552,happy
21,angry,0.5317656189197656,0.4354926228154945,relax
22,angry,0.44864064932179315,0.529187772888851,angry
23,angry,0.4363298468286163,0.5365951859537916,angry
24,angry,0.3511638738127776,0.21239112067609472,sad
25,angry,0.5968442699955854,0.6228534234329715,happy
26,angry,0.6278209334971517,0.7678228103120515,happy
27,angry,0.45653254371008767,0.3912754236875149,sad
28,angry,0.7628807353634155,0.8837429970793288,happy
29,angry,0.6170692993939055,0.6119390738519555,happy
30,angry,0.6887524950823516,0.7863113777922943,happy
31,angry,0.5127879671373501,0.5662225921738069,happy
33,angry,0.5954666478143673,0.6864583876451643,happy
34,angry,0.5680525574281111,0.6307068671753059,happy
35,angry,0.5611339526089786,0.6593795125624207,happy
36,angry,0.604549646282229,0.6854786749373526,happy
37,angry,0.6582979659723611,0.7494484360422502,happy
38,angry,0.5625768784445513,0.5747703688623127,happy
39,angry,0.6542433689901356,0.7747878206615733,happy
40,angry,0.5427625479418969,0.5495057255553069,happy
41,angry,0.7148139837387067,0.7996550733652674,happy
42,angry,0.6309177299487494,0.510035582665061,happy
43,angry,0.6711785072388823,0.7198430794176844,happy
44,angry,0.6836662612544986,0.7747961032948802,happy
45,angry,0.6602837655616425,0.7328335151771885,happy
46,angry,0.6315264451107128,0.705759863896519,happy
47,angry,0.6260827314079204,0.7135201523624871,happy
48,angry,0.6185952034449042,0.7010865912286085,happy
49,angry,0.642233916075903,0.7305101536214462,happy
50,angry,0.735670285633031,0.7443153355842167,happy
51,angry,0.5864718868711943,0.5171677471100203,happy
52,angry,0.64171924607753,0.6891399304209687,happy
53,angry,0.6020336801873531,0.6890424290277178,happy
54,angry,0.42902572938422756,0.5615284503078907,angry
55,angry,0.6062038739278681,0.6146140585897311,happy
56,angry,0.5661073709746296,0.6797534689883978,happy
57,angry,0.5592237758084961,0.6806690365598795,happy
58,angry,0.679632025394129,0.7034629496569127,happy
59,angry,0.5314208078513833,0.4988910327645809,relax
60,angry,0.5297788081858998,0.3660591189304719,relax
61,angry,0.7269426540851724,0.7995326037402661,happy
62,angry,0.6402876570494861,0.7106704616158175,happy
63,angry,0.5847749044598449,0.5635355642643104,happy
64,angry,0.687522650688287,0.7550085573686167,happy
65,angry,0.4263485208556062,0.5484468264363179,angry
66,angry,0.5102596891986707,0.4808284207457394,relax
67,angry,0.5357589833757641,0.49620875259117786,relax
68,angry,0.5137126364326142,0.5678562942406771,happy
69,angry,0.6325710348376495,0.7461849330270616,happy
70,angry,0.5423170487867985,0.5044519932485141,happy
71,angry,0.7709468084522739,0.6808650120672518,happy
72,angry,0.6234627725721624,0.6763602846413044,happy
73,angry,0.4429391253135844,0.514934655229559,angry
74,angry,0.7047393089003008,0.7533398100634263,happy
75,angry,0.5986327715721158,0.624029915008142,happy
76,angry,0.6130381710671162,0.6802453410525025,happy
77,angry,0.6774302702426598,0.7126790943357026,happy
78,angry,0.5295485580714074,0.6286512676153951,happy
79,angry,0.6184893118525986,0.708183734543039,happy
80,angry,0.604221035748836,0.7347818803130479,happy
81,angry,0.6588079943796461,0.7157760346218255,happy
82,angry,0.591123752280969,0.6873071199402534,happy
83,angry,0.49944271272526275,0.5479733748173152,angry
84,angry,0.5456984778058467,0.5157834050237712,happy
85,angry,0.48610668610927843,0.6028077847220068,angry
86,angry,0.6790118624775873,0.7437229158052832,happy
87,angry,0.6234740249248913,0.6441683199342495,happy
88,angry,0.5301047196234733,0.5928422675556073,happy
89,angry,0.5385413955494595,0.6145054238766414,happy
90,angry,0.7583167591922074,0.7036056835366649,happy
91,angry,0.45786996843213607,0.46616648458044313,sad
92,angry,0.42631506969924504,0.511308588116583,angry
93,angry,0.47036593819153716,0.5133184848924951,angry
94,angry,0.5167689357255143,0.5698091278986251,happy
95,angry,0.5146026181992551,0.5879373736404201,happy
96,angry,0.5389864789715793,0.6115054146424665,happy
97,angry,0.5334749992405823,0.6937520846739543,happy
98,angry,0.6933521484846841,0.7610495539497213,happy
99,angry,0.4240146942233457,0.5878331406592877,angry
100,angry,0.7043213614780048,0.818600030125678,happy
101,angry,0.7586112700006384,0.7872688326356656,happy
102,angry,0.5678886036512442,0.6054789508871739,happy
103,angry,0.5339898384205396,0.6797424168541566,happy
104,angry,0.7048117115351146,0.799366269988693,happy
105,angry,0.5278788349521236,0.5940419730428447,happy
106,angry,0.5962737349848262,0.5429560945548167,happy
107,angry,0.5752306792618563,0.5591464413933129,happy
108,angry,0.6799403837153122,0.7193946715511503,happy
109,angry,0.5850102108021944,0.5829950065247762,happy
110,angry,0.5756392655245918,0.6124223152626447,happy
111,angry,0.6331670683377417,0.6986841110023249,happy
112,angry,0.6226862057439699,0.6598978520372984,happy
113,angry,0.5607264580384337,0.65105328219056,happy
114,angry,0.6405216173482555,0.5014267460497761,happy
115,angry,0.6113711304552026,0.6102626710158277,happy
116,angry,0.4876446729499267,0.528801080014469,angry
117,angry,0.3968974016239031,0.4016978480423554,sad
118,angry,0.6480459272365183,0.7377378472834801,happy
119,angry,0.6124800218508505,0.45654804626094153,relax
120,angry,0.5664295440722932,0.694151137068405,happy
121,angry,0.6119207531919771,0.7299443654857203,happy
122,angry,0.6133017076212084,0.71991666311506,happy
123,angry,0.6079765991748332,0.6207372128601419,happy
124,angry,0.6404193902898255,0.6716433284451347,happy
125,angry,0.4903142863554103,0.6230346673843751,angry
126,angry,0.6416880697631034,0.7453497992652819,happy
127,angry,0.6498475550834202,0.7069494443215729,happy
128,angry,0.5298537196014707,0.6309060123099186,happy
129,angry,0.5153427030102722,0.4502163929204185,relax
130,angry,0.725237758915302,0.8183864426173753,happy
131,angry,0.43910143649978883,0.5337443607099964,angry
132,angry,0.5637916954130415,0.648556528048663,happy
133,angry,0.7063980082448764,0.7221468924375835,happy
134,angry,0.5816096070682403,0.6864518040235558,happy
135,angry,0.454133445126445,0.3533452453858154,sad
136,angry,0.6482644045288486,0.6346242581361975,happy
137,angry,0.5392052171694544,0.6732661377862744,happy
138,angry,0.6610307309554867,0.7578846371020063,happy
139,angry,0.591556898355692,0.6499878256597719,happy
140,angry,0.6204191987124485,0.7016412244124246,happy
141,angry,0.5946193019537549,0.6391137510460395,happy
142,angry,0.41668832040288495,0.4909341675800708,sad
143,angry,0.5789577719128571,0.6575596746738303,happy
144,angry,0.6484899406228698,0.7221828308629822,happy
145,angry,0.6914255954265123,0.8214439487961449,happy
146,angry,0.7352068501530047,0.7682342742751821,happy
147,angry,0.647444522940774,0.7482665178955313,happy
148,angry,0.5036582906509732,0.470938095686721,relax
149,angry,0.6074420990970599,0.6880620669974512,happy
150,angry,0.4691992521303484,0.4031035253426489,sad
151,angry,0.6354501656021364,0.7195880496235167,happy
152,angry,0.5402810239614108,0.7327925865159703,happy
153,angry,0.5941304125213956,0.6932629133817398,happy
154,angry,0.5916691309389459,0.6758470021174732,happy
155,angry,0.36211746056300426,0.43877106837057966,sad
156,angry,0.6154981220367514,0.7152095046760076,happy
157,angry,0.5992977333828536,0.6336627451555901,happy
158,angry,0.4559182628105971,0.5782883049439124,angry
159,angry,0.5989013307305618,0.5711622233142749,happy
160,angry,0.614887420866237,0.6729596619301783,happy
161,angry,0.5837850364058423,0.7145544802261447,happy
162,angry,0.7398300033162895,0.7988650532618513,happy
163,angry,0.6139978710217641,0.6379063083811524,happy
164,angry,0.3453235372842003,0.34988842971082634,sad
165,angry,0.5839005920445308,0.567268717490557,happy
166,angry,0.6980169333244993,0.8036688076917992,happy
167,angry,0.5912995214033936,0.7177419238833751,happy
168,angry,0.6935371794556777,0.7828396423083811,happy
169,angry,0.6356412802183936,0.7547426688540514,happy
170,angry,0.7524928966611044,0.8015947846142335,happy
171,angry,0.5366821002953142,0.6053216157949652,happy
172,angry,0.6435558918886513,0.702737185416378,happy
173,angry,0.5134573343808048,0.6160491897148215,happy
174,angry,0.5148970939241464,0.6304514786628966,happy
175,angry,0.5188864440193156,0.6273633643422839,happy
176,angry,0.6124178992895479,0.6992597608656842,happy
177,angry,0.5425056246122266,0.6175890940173652,happy
178,angry,0.8084155288315886,0.7525256004428442,happy
179,angry,0.72898501669069,0.8360951547497844,happy
180,angry,0.5339118463683337,0.4760829117665616,relax
181,angry,0.41388086545691255,0.5202719045469439,angry
182,angry,0.49518786810256327,0.5629188130047855,angry
183,angry,0.6281948020813215,0.7013868039146938,happy
184,angry,0.5899365249716887,0.6648955531514882,happy
185,angry,0.6870943823529003,0.780050100433152,happy
186,angry,0.7559118286513974,0.811407442779418,happy
187,angry,0.5926294090631393,0.7220440307511226,happy
188,angry,0.5279079468377827,0.4064752061821164,relax
189,angry,0.43613150422762165,0.43524038817661426,sad
190,angry,0.4470446625579769,0.390523024701969,sad
191,angry,0.6726661252039323,0.8015867865889141,happy
192,angry,0.6146326723906419,0.7319809075547989,happy
193,angry,0.5385126884602625,0.6657705963474108,happy
194,angry,0.5973089344796644,0.7416108918882465,happy
195,angry,0.4654960647694042,0.6152468159688356,angry
196,angry,0.440010118013979,0.3299152871339512,sad
197,angry,0.4369335902684283,0.5407462665978418,angry
198,angry,0.6293298885222727,0.711910927761334,happy
199,angry,0.6078378871936799,0.7079089214418665,happy
200,angry,0.6242282935440615,0.6544674978185705,happy
201,angry,0.5196838988350756,0.549270847107983,happy
202,angry,0.635019477312792,0.551527284653547,happy
203,angry,0.7030590722964138,0.7089522013294144,happy
204,angry,0.5098528189300423,0.3896865809929841,relax
205,angry,0.5362050134070004,0.6586218398395803,happy
206,angry,0.6227581588365707,0.6673059128139794,happy
207,angry,0.6091359546039458,0.5947392787779673,happy
208,angry,0.6305034686980033,0.7276480509859621,happy
209,angry,0.571966968862636,0.6943616051965995,happy
210,angry,0.6136096245820485,0.6827399372704117,happy
211,angry,0.5972586181672155,0.6776400260783038,happy
212,angry,0.728970354856833,0.710207634057893,happy
213,angry,0.5068143622785708,0.5051801320908046,happy
214,angry,0.6155920938965347,0.5704565853319922,happy
215,angry,0.40929659480667346,0.2949844888946881,sad
216,angry,0.4310263876257875,0.4366822469826879,sad
217,angry,0.7683607555807248,0.8213450635142556,happy
218,angry,0.6737046291193407,0.6198852163633649,happy
219,angry,0.6009730011944787,0.6989196442187702,happy
220,angry,0.48930531967390345,0.3829848671324598,sad
221,angry,0.3835538647219898,0.3029438349921244,sad
222,angry,0.3891749138663924,0.2800492075734696,sad
223,angry,0.46259955568295935,0.3799963494231712,sad
224,angry,0.5520925935664736,0.41453337794515877,relax
225,angry,0.44458844386797686,0.3646653005115793,sad
226,angry,0.44024331875201556,0.6202507052486204,angry
227,angry,0.3449854535166616,0.3525579175840421,sad
228,angry,0.5113662356834209,0.5647679317970948,happy
229,angry,0.698000673158218,0.7478215972502278,happy
230,angry,0.5240293561103426,0.6620443815856059,happy
231,angry,0.620001316674156,0.6845490185911811,happy
232,angry,0.7182008512090562,0.7901838643165441,happy
233,angry,0.7160584393908351,0.7432086289373149,happy
234,angry,0.6041725750634427,0.5096450656871667,happy
235,angry,0.585625612858525,0.548283622246835,happy
236,angry,0.6683937355103489,0.7624109280832279,happy
237,angry,0.6634111397865315,0.6699452063070941,happy
238,angry,0.48955324046874976,0.42526929884426257,sad
239,angry,0.6584842596750948,0.682954837646213,happy
240,angry,0.7587558216934561,0.8296984160665357,happy
241,angry,0.7341172451183575,0.732004013277774,happy
242,angry,0.6479050523110722,0.706605094276351,happy
243,angry,0.6759615203711002,0.7880407782829348,happy
244,angry,0.36351142537155745,0.3064401197465198,sad
245,angry,0.7578805573368463,0.8444674695735312,happy
246,angry,0.6975288564551296,0.7038285240015524,happy
247,angry,0.5474001020535579,0.4819879852750303,relax
248,angry,0.525441406766951,0.47335519523521,relax
249,angry,0.4711156037824788,0.5363156143328744,angry
250,angry,0.6635992674022615,0.7011811097028088,happy
251,angry,0.5166911810764203,0.35769269959203487,relax
252,angry,0.7428894892190157,0.7706590249251029,happy
253,angry,0.6035573350003262,0.48358693562447835,relax
254,angry,0.5927101620287456,0.6868760198173557,happy
255,angry,0.5472346125826846,0.6030880605830302,happy
256,angry,0.6744227857030178,0.6937419923184951,happy
257,angry,0.611690449329424,0.6656346182100206,happy
258,angry,0.512710370982809,0.5657885324037716,happy
259,angry,0.7734981016401061,0.8122865716791173,happy
260,angry,0.5832319611504396,0.6458934573685746,happy
261,angry,0.3779717061227542,0.2625436319828357,sad
262,angry,0.5035088604076317,0.3690105540463716,relax
263,angry,0.6347764276729985,0.7619438620099739,happy
264,angry,0.6364368624346393,0.7317264475032974,happy
265,angry,0.403087077065186,0.5107098636491834,angry
266,angry,0.5759703128580068,0.6526715871008437,happy
267,angry,0.6977727838236338,0.8207253566308452,happy
268,angry,0.7138325632360221,0.8665377380476074,happy
269,angry,0.7348650582697648,0.8463476202055269,happy
270,angry,0.5797340880126328,0.6156308118602513,happy
271,angry,0.64395142974127,0.7399476984526169,happy
272,angry,0.7267305317539332,0.799271143376755,happy
273,angry,0.7265324875690629,0.860594298563004,happy
274,angry,0.5814052905259934,0.6592918369522593,happy
275,angry,0.5258850932907777,0.5842563553522265,happy
276,angry,0.6371878483306694,0.5908931874356323,happy
277,angry,0.6184713198399754,0.6841586469852742,happy
278,angry,0.6277017141676646,0.7508641439134633,happy
279,angry,0.6596868576919176,0.7491066048731488,happy
280,angry,0.6682608231296387,0.6470099656571878,happy
281,angry,0.6369097866790856,0.7192836181932694,happy
282,angry,0.5599441684385205,0.6860503655725834,happy
283,angry,0.6866351145556666,0.7113090120021788,happy
284,angry,0.7748973243105639,0.7409774883040038,happy
285,angry,0.7286283209660112,0.7571914327467506,happy
286,angry,0.5632500197651826,0.6111132962300144,happy
287,angry,0.6416639197335746,0.6560081942434332,happy
288,angry,0.4630588931195151,0.5535251753497745,angry
289,angry,0.4902988566741156,0.5427827651409131,angry
290,angry,0.601352812678197,0.669986394167776,happy
291,angry,0.5113867901589381,0.5796956530482933,happy
292,angry,0.5843218239633101,0.42708890201848937,relax
293,angry,0.53620282051083,0.4701037881743725,relax
294,angry,0.5625304679361829,0.6568896869697551,happy
295,angry,0.7508488318083545,0.7791199883603138,happy
296,angry,0.6238099283813661,0.7054737083826148,happy
297,angry,0.6653433624002522,0.6509845633581713,happy
298,angry,0.714400838679748,0.7507399849623458,happy
299,angry,0.5476347994042456,0.6271434687612057,happy
300,angry,0.6301818560492674,0.691391285000061,happy
301,angry,0.5270096594533558,0.5783512840140282,happy
302,angry,0.4065450489585703,0.4518399083205267,sad
303,angry,0.5979389162251594,0.6362845202672671,happy
304,angry,0.5800936567345918,0.5292108504576928,happy
305,angry,0.48318742986297514,0.46993842879220776,sad
306,angry,0.6591542237595112,0.6637861690834508,happy
307,angry,0.5943761917139387,0.5190547618334932,happy
308,angry,0.4355605732368732,0.5778372766946931,angry
309,angry,0.40956875349943517,0.36595628520449347,sad
310,angry,0.6291372942214033,0.7233081443224199,happy
311,angry,0.719907236569318,0.6386945997828375,happy
312,angry,0.48638149638901695,0.3153978366482491,sad
313,angry,0.6428170798012801,0.7539539421786832,happy
314,angry,0.6296444118307833,0.7452191609930512,happy
315,angry,0.58821435300263,0.658250991080501,happy
316,angry,0.5199141974300391,0.41301232469793187,relax
317,angry,0.5380051973787534,0.5652538783662372,happy
318,angry,0.6076559240859385,0.7329323643095329,happy
319,angry,0.6469456405361579,0.6290436886341799,happy
320,angry,0.6157336990794026,0.6797903851732372,happy
321,angry,0.6982731625916335,0.8237099144433191,happy
322,angry,0.6481368269436515,0.5880487867211956,happy
323,angry,0.7330029851630406,0.8283354392181717,happy
324,angry,0.6899753112712093,0.7062101524769517,happy
325,angry,0.5733103283289023,0.6914829958558373,happy
326,angry,0.5494862077632774,0.39852590483593986,relax
327,angry,0.5611396611888592,0.6354116736133716,happy
328,angry,0.5765885571972467,0.6071616195245231,happy
329,angry,0.3300654824079054,0.349511328510936,sad
330,angry,0.6256001143891531,0.7447138720397359,happy
331,angry,0.6425164141099348,0.7635890800356397,happy
332,angry,0.6347692281171565,0.758598018094937,happy
333,angry,0.7183061608991816,0.6086179111263929,happy
334,angry,0.7182504913715562,0.7104900927170874,happy
335,angry,0.7627072918581941,0.860463052423721,happy
336,angry,0.6629549038849337,0.5216814019818052,happy
337,angry,0.5454930785694816,0.6482148688052888,happy
338,angry,0.7333854964080008,0.7451049219992392,happy
339,angry,0.6027615859606462,0.5636586726725829,happy
340,angry,0.44736538229147454,0.5386438541980613,angry
341,angry,0.6030877093517961,0.5817674402270255,happy
342,angry,0.5597056740079751,0.6299793568375183,happy
343,angry,0.5384197678858788,0.5243280299757399,happy
344,angry,0.7327906086746143,0.7084418657383047,happy
345,angry,0.6155422410733673,0.693821937403135,happy
346,angry,0.6102780918138951,0.6124063099009762,happy
347,angry,0.683293489235119,0.7319546912190736,happy
348,angry,0.4530761342855793,0.48843767142753197,sad
349,angry,0.5861136358183185,0.6445017559041376,happy
350,angry,0.503175518469992,0.47430276378010583,relax
352,angry,0.6635323812202508,0.7114903109519177,happy
353,angry,0.6625935000949363,0.6668507513507415,happy
354,angry,0.4529806710178289,0.43303381605131264,sad
355,angry,0.7068496307280281,0.7551357655481883,happy
356,angry,0.44555731839776125,0.5284978281165,angry
357,angry,0.4923686100625142,0.4552474767840513,sad
358,angry,0.4623009044700914,0.42697492273502613,sad
359,angry,0.6110683706632486,0.6923345930449252,happy
360,angry,0.5111377617488145,0.5645169684230597,happy
361,angry,0.5615517459249701,0.6277807778384275,happy
362,angry,0.6056065788470406,0.6648639925205737,happy
363,angry,0.6434936335245469,0.7180330698834697,happy
364,angry,0.5648071112339204,0.6473642761573621,happy
365,angry,0.6273260957341966,0.592867907330366,happy
366,angry,0.6249975962680614,0.7049694684446075,happy
367,angry,0.623658397675183,0.653933012593832,happy
368,angry,0.4657973277632078,0.46398394451879,sad
369,angry,0.4819902105362872,0.4590451063473352,sad
370,angry,0.5686330444759542,0.6080754946413255,happy
371,angry,0.6929374400989134,0.7575940966210621,happy
372,angry,0.5961166492820961,0.6735551415877918,happy
373,angry,0.5780244390485425,0.5547750576458804,happy
374,angry,0.6059692618311835,0.5570138166785434,happy
375,angry,0.3921396663945751,0.39181941673476206,sad
376,angry,0.378746900795209,0.4872864798165766,sad
377,angry,0.5907104767119382,0.596445398343826,happy
378,angry,0.6622241614876385,0.7739942570576064,happy
379,angry,0.5360081547611228,0.3435743187295152,relax
380,angry,0.6255356813821784,0.6956606870524155,happy
381,angry,0.46041938420758544,0.40902580266309696,sad
382,angry,0.7054427462561279,0.6654718185486928,happy
383,angry,0.5966214867688513,0.5927088246780626,happy
384,angry,0.7593926024992764,0.8408204256288817,happy
385,angry,0.6152413718407002,0.6232056095067247,happy
386,angry,0.6787714390621102,0.6916664094041608,happy
387,angry,0.6652156749149656,0.7895254320731387,happy
388,angry,0.5227692660980724,0.5781549105699728,happy
389,angry,0.43430557837704015,0.4910673386649253,sad
390,angry,0.5971521094787927,0.6623110029229374,happy
391,angry,0.5116700320049433,0.5569534026392097,happy
392,angry,0.4433734184415362,0.45492094417578616,sad
393,angry,0.6887131181799809,0.6707491009467277,happy
394,angry,0.4353064397994696,0.42091897062442096,sad
395,angry,0.4687884390442686,0.39611045909630815,sad
396,angry,0.7030718897688616,0.6888239832331222,happy
397,angry,0.47893847252916943,0.47604597949711447,sad
398,angry,0.6257241388965792,0.7170810617769889,happy
399,angry,0.4179004999451363,0.3483421037498702,sad
400,angry,0.49201615642894464,0.5450436766517206,angry
401,angry,0.6507630853400876,0.7683212727182258,happy
402,angry,0.6020480197631151,0.7010385179575107,happy
403,angry,0.6573213091801384,0.7244310158242698,happy
404,angry,0.7363490831552257,0.7302588743262356,happy
405,angry,0.6040048559187083,0.6750837348556373,happy
406,angry,0.6531288608496273,0.6785481503936848,happy
407,angry,0.4151662052258621,0.35538180385882656,sad
408,angry,0.6599845478483656,0.6725143078473428,happy
409,angry,0.720871679611832,0.7658894087473394,happy
410,angry,0.6343453181628004,0.6691396050427464,happy
411,angry,0.6731380018303228,0.739924303423815,happy
412,angry,0.5709951378288157,0.5148768964795741,happy
413,angry,0.6383107490400071,0.72658929916163,happy
414,angry,0.5883767277231983,0.712235079291332,happy
415,angry,0.5724848757752447,0.5777247953851965,happy
416,angry,0.6614492661636462,0.7195968935196813,happy
417,angry,0.6905034969875625,0.6939460259279437,happy
418,angry,0.4251630807990712,0.47283416733867,sad
419,angry,0.724552224570093,0.7571497829667125,happy
420,angry,0.5248920346038008,0.5819087775933306,happy
421,angry,0.6679212111019844,0.7245089447211452,happy
422,angry,0.5956391221281306,0.7025616910180794,happy
423,angry,0.6122359736701745,0.6975413991909618,happy
424,angry,0.6022944412225014,0.4930661002056087,relax
425,angry,0.5120745459716586,0.5654602622564097,happy
426,angry,0.3148604861093418,0.24905584783856277,sad
427,angry,0.7198084503061113,0.7931229956126853,happy
428,angry,0.4859161213449282,0.4299718549635203,sad
429,angry,0.6606210271963934,0.7480357317146213,happy
430,angry,0.6573233198379983,0.7275148939932907,happy
431,angry,0.6140543978834154,0.6989488976853042,happy
432,angry,0.4511318681729538,0.49999764489786824,sad
433,angry,0.6694183444241125,0.6168654792746114,happy
434,angry,0.7827101756762016,0.8330005231496801,happy
435,angry,0.4668389870211513,0.5592626536717404,angry
436,angry,0.5862536728360251,0.6458669207342124,happy
437,angry,0.6572678176721075,0.6506822904196756,happy
438,angry,0.5605954007728421,0.6491847034896264,happy
439,angry,0.43961351940336524,0.5156244766394145,angry
440,angry,0.6223806358767763,0.737519144072311,happy
441,angry,0.5957627887916829,0.6963646970869748,happy
442,angry,0.6731426473175073,0.6491099324026494,happy
443,angry,0.5716740885440702,0.43707251227890276,relax
444,angry,0.5900221683248494,0.6869940909317556,happy
445,angry,0.5336720544432845,0.5389928308230851,happy
446,angry,0.6118750299890088,0.7002683210541634,happy
447,angry,0.6046300005653072,0.706282691330339,happy
448,angry,0.4858323940082805,0.44982721231622286,sad
449,angry,0.657921078478271,0.7732468692181292,happy
450,angry,0.5417404995282624,0.5598511921929725,happy
451,angry,0.6930927554022206,0.831635304734743,happy
452,angry,0.6270267905607334,0.7076059721877457,happy
453,angry,0.5508305117912071,0.42174402390102417,relax
454,angry,0.719282434337115,0.7989032761411003,happy
455,angry,0.4882527910553072,0.6537041489182182,angry
456,angry,0.6000051940744507,0.6773180691755895,happy
457,angry,0.61383699487495,0.6795555054001623,happy
458,angry,0.4736635049706486,0.5257417298587657,angry
459,angry,0.6315381564745117,0.7760085709233842,happy
460,angry,0.5189555812939972,0.4192120339782466,relax
461,angry,0.5318798903368349,0.6194298071179468,happy
462,angry,0.5758855430882162,0.5692690197182584,happy
463,angry,0.6392744056156252,0.6693881909400871,happy
464,angry,0.6110788133073132,0.6312708087710422,happy
465,angry,0.4735237000140663,0.4982046788082626,sad
466,angry,0.5491050297182839,0.6116908049621578,happy
467,angry,0.5194090975419612,0.5218686741350484,happy
468,angry,0.4991618290772407,0.6792793773132039,angry
469,angry,0.6525900379033176,0.7501962334187466,happy
470,angry,0.5850242778504738,0.6372478621317179,happy
471,angry,0.6779500592063992,0.8314171045502754,happy
472,angry,0.6058508840660435,0.6504595861184702,happy
473,angry,0.4975467862227923,0.4174234732927571,sad
474,angry,0.6075004050931114,0.7073184340820641,happy
475,angry,0.6441115187812849,0.6913339291878617,happy
476,angry,0.6395616010204259,0.6905695730132273,happy
477,angry,0.45463285724749175,0.44685737022773686,sad
478,angry,0.6772434652747146,0.7172208968565518,happy
479,angry,0.5147822311241869,0.5567111481739189,happy
480,angry,0.46333282844721124,0.6502709712764978,angry
481,angry,0.6291485435583459,0.561237827364333,happy
482,angry,0.5353226755612827,0.6021682914215372,happy
483,angry,0.6077111783090694,0.697909049800625,happy
484,angry,0.6613073316873042,0.7050491545832708,happy
485,angry,0.49071716811984734,0.5603719434340786,angry
486,angry,0.5468385504409994,0.6691750910231714,happy
487,angry,0.5884506669668745,0.6998061737403364,happy
488,angry,0.6907239089626926,0.7555955817999616,happy
489,angry,0.5779603185426317,0.6881527791291964,happy
490,angry,0.6717721859436769,0.7638374578269463,happy
491,angry,0.44482696675831496,0.40492358194747363,sad
492,angry,0.509447987633491,0.3730578181205175,relax
493,angry,0.68480263297636,0.7506846344749933,happy
494,angry,0.5431952441164764,0.6341908600741205,happy
495,angry,0.6688444721367519,0.7132164526340796,happy
496,angry,0.6240998059924439,0.6742715551497851,happy
497,angry,0.6390464603492797,0.7751444901053938,happy
498,angry,0.5926978020589486,0.5870436538847058,happy
499,angry,0.6140761238748048,0.6921115493932536,happy
500,angry,0.6186510946020348,0.7157724874010751,happy
501,angry,0.5541473051392722,0.4322097500347144,relax
503,angry,0.7392288119164263,0.7341541825240863,happy
504,angry,0.5867971527907555,0.6779703895678968,happy
505,angry,0.6266095086205028,0.7106709059551388,happy
506,angry,0.6246032949557182,0.728720733975679,happy
507,angry,0.5111375284603292,0.5645166183052633,happy
508,angry,0.5606780658415,0.6341958305750329,happy
509,angry,0.550597635486194,0.4536062823350452,relax
510,angry,0.56640363107556,0.6300631851103802,happy
511,angry,0.7220794912259662,0.8020302158130583,happy
512,angry,0.6224812009325295,0.7234897502919305,happy
513,angry,0.6934384632276562,0.792412421257189,happy
514,angry,0.6849463039664935,0.6584029275002077,happy
515,angry,0.5542993173169497,0.5919740640200815,happy
516,angry,0.6420603594869531,0.7133992346250329,happy
517,angry,0.5478212468655994,0.5093544742832368,happy
518,angry,0.5822348681077951,0.6895950627530554,happy
519,angry,0.49035890473414995,0.40424717975021174,sad
520,angry,0.7027366482469706,0.7649022177248225,happy
521,angry,0.5588524710039379,0.5259341374769669,happy
522,angry,0.6585196604017642,0.745752352225201,happy
523,angry,0.6891829745703224,0.7335683852491001,happy
524,angry,0.6039285754355753,0.6053186064471795,happy
525,angry,0.6577307040383984,0.6714022713331742,happy
526,angry,0.5942579934498616,0.6513801300098989,happy
527,angry,0.5872799699800866,0.5758522608853076,happy
528,angry,0.5853006817480917,0.6549394961027648,happy
